bioguide_id,first_name,last_name,birth_date
H001072,French,Hill,1956-12-05
H001073,William,Hurd,1977-08-19
H001074,Joseph,Hollingsworth,1983-09-12
H001075,Kamala,Harris,1964-10-20
H001076,Margaret,Hassan,1958-02-27
H001077,Clay,Higgins,1961-08-24
H001078,Karen,Handel,1962-04-18
H001079,Cindy,Hyde-Smith,1959-05-10
H001080,Debra,Haaland,1960-12-02
H001081,Jahana,Hayes,1973-03-08
H001082,Kevin,Hern,1961-12-04
H001083,Kendra,Horn,1976-06-09
H001084,Yvette,Herrell,1964-03-16
H001085,Christina,Houlahan,1967-06-05
H001086,Diana,Harshbarger,1960-01-01
H001087,Katie,Hill,1987-08-25
H001088,Jim,Hagedorn,1962-08-04
H001089,Joshua,Hawley,1979-12-31
H001090,Josh,Harder,1986-08-01
H001091,Ashley,Hinson,1983-06-27
H001092,Kwanza,Hall,1971-05-01
H001093,Erin,Houchin,1976-09-24
H001094,Val,Hoyle,1964-02-14
H001095,Wesley,Hunt,1981-11-13
H001096,Harriet,Hageman,1962-10-18
H001097,George,Helmy,1979-10-27
I000001,Richard,Ichord,1926-06-27
I000007,Frank,Ikard,1913-01-30
I000023,Robert,Inglis,1959-10-11
I000024,James,Inhofe,1934-11-17
I000025,Daniel,Inouye,1924-09-07
I000026,Jay,Inslee,1951-02-09
I000029,Andrew,Ireland,1930-08-23
I000039,Donald,Irwin,1926-09-07
I000047,Ernest,Istook,1950-02-11
I000055,Johnny,Isakson,1944-12-28
I000056,Darrell,Issa,1953-11-01
I000057,Steve,Israel,1958-05-30
I000058,Glenn,Ivey,1961-02-27
J000008,Donald,Jackson,1910-01-23
J000013,Henry,Jackson,1912-05-31
J000020,Chris,Jacobs,1966-11-28
J000032,Sheila,Jackson Lee,1950-01-12
J000033,Andrew,Jacobs,1932-02-24
J000047,Craig,James,1941-05-05
J000057,John,Jarman,1915-07-17
J000064,Jacob,Javits,1904-05-18
J000070,William,Jefferson,1947-03-14
J000072,James,Jeffords,1934-05-11
J000074,James,Jeffries,1925-06-01
J000082,William,Jenkins,1936-11-29
J000083,Edgar,Jenkins,1933-01-04
J000098,William,Jennings,1919-08-20
J000099,John,Jenrette,1936-05-19
J000100,Benton,Jensen,1892-12-16
J000101,Roger,Jepsen,1928-12-23
J000108,Charles,Joelson,1916-01-27
J000109,August,Johansen,1905-07-21
J000110,Christopher,John,1960-01-05
J000115,Albert,Johnson,1906-04-17
J000119,Byron,Johnson,1917-10-12
J000120,Clete,Johnson,1948-01-30
J000126,Eddie,Johnson,1934-12-03
J000135,Harold,Johnson,1907-12-02
J000148,James,Johnson,1930-06-02
J000149,Jay,Johnson,1943-09-30
J000151,Jed,Johnson,1939-12-27
J000158,Lester,Johnson,1901-06-16
J000160,Lyndon,Johnson,1908-08-27
J000163,Nancy,Johnson,1935-01-05
J000174,Sam,Johnson,1930-10-11
J000176,Thomas,Johnson,1909-06-26
J000177,Timothy,Johnson,1946-12-28
J000187,Harry,Johnston,1931-12-02
J000189,John,Johnston,1932-06-10
J000195,Olin,Johnston,1896-11-18
J000200,Walter,Johnston,1936-03-03
J000206,Charles,Jonas,1904-12-09
J000211,Ben,Jones,1941-08-30
J000216,Ed,Jones,1912-04-20
J000232,James,Jones,1939-05-05
J000246,Paul,Jones,1901-03-12
J000248,Robert,Jones,1912-06-12
J000255,Walter,Jones,1943-02-10
J000256,Walter,Jones,1913-08-19
J000265,James,Jontz,1951-12-18
J000266,Barbara,Jordan,1936-02-21
J000267,Benjamin,Jordan,1896-09-08
J000269,Leonard,Jordan,1899-05-15
J000278,Walter,Judd,1898-09-25
J000283,Jesse,Jackson,1965-03-11
J000284,Stephanie,Jones,1949-09-10
J000285,Timothy,Johnson,1946-07-23
J000286,William,Janklow,1939-09-13
J000287,Bobby,Jindal,1971-06-10
J000288,Hank,Johnson,1954-10-02
J000289,Jim,Jordan,1964-02-17
J000290,Lynn,Jenkins,1963-06-10
J000291,Mike,Johanns,1950-06-18
J000292,Bill,Johnson,1954-11-10
J000293,Ron,Johnson,1955-04-08
J000294,Hakeem,Jeffries,1970-08-04
J000295,David,Joyce,1957-03-17
J000296,David,Jolly,1972-10-31
J000297,Evan,Jenkins,1960-09-12
J000298,Pramila,Jayapal,1965-09-21
J000299,Mike,Johnson,1972-01-30
J000300,Gordon,Jones,1954-05-04
J000301,Dustin,Johnson,1976-09-30
J000302,John,Joyce,1957-02-08
J000303,Brenda,Jones,1959-10-24
J000304,Ronny,Jackson,1967-05-04
J000305,Sara,Jacobs,1989-02-01
J000306,Mondaire,Jones,1987-05-18
J000307,John,James,1981-06-08
J000308,Jeff,Jackson,1982-09-12
J000309,Jonathan,Jackson,1966-01-07
K000008,Paul,Kanjorski,1937-04-02
K000009,Marcia,Kaptur,1946-06-17
K000011,David,Karnes,1948-12-12
K000013,Frank,Karsten,1913-01-07
K000014,Joseph,Karth,1922-08-26
K000015,George,Kasem,1919-04-06
K000016,John,Kasich,1952-05-13
K000017,Nancy,Kassebaum,1932-07-29
K000019,Robert,Kasten,1942-06-19
K000020,Robert,Kastenmeier,1924-01-24
K000025,Abraham,Kazen,1919-01-17
K000032,Carroll,Kearns,1898-05-07
K000036,Kenneth,Keating,1900-05-18
K000037,William,Keating,1927-03-30
K000038,James,Kee,1917-04-15
K000040,Maude,Kee,1895-06-07
K000044,Carey,Kefauver,1903-07-26
K000053,Hastings,Keith,1915-11-22
K000070,Edna,Kelly,1906-08-20
K000077,Richard,Kelly,1924-07-31
K000078,Sue,Kelly,1936-09-26
K000086,Jack,Kemp,1935-07-13
K000088,Dirk,Kempthorne,1951-10-29
K000105,Edward,Kennedy,1932-02-22
K000107,John,Kennedy,1917-05-29
K000110,Joseph,Kennedy,1952-09-24
K000113,Patrick,Kennedy,1967-07-14
K000114,Robert,Kennedy,1925-11-20
K000118,Barbara,Kennelly,1936-07-10
K000130,Eugene,Keogh,1907-08-30
K000144,Robert,Kerr,1896-09-11
K000146,J.,Kerrey,1943-08-27
K000148,John,Kerry,1943-12-11
K000153,William,Ketchum,1921-09-02
K000162,Martha,Keys,1930-08-10
K000170,Clarence,Kilburn,1893-04-13
K000171,Paul,Kilday,1900-03-29
K000172,Dale,Kildee,1929-09-16
K000177,Joe,Kilgore,1918-12-10
K000180,Carolyn,Kilpatrick,1945-06-25
K000181,Jay,Kim,1939-03-27
K000188,Ron,Kind,1963-03-16
K000190,Thomas,Kindness,1929-08-26
K000195,Carleton,King,1904-06-15
K000196,Cecil,King,1898-01-13
K000199,David,King,1917-06-20
K000210,Peter,King,1944-04-05
K000220,Jack,Kingston,1955-04-24
K000244,Michael,Kirwan,1886-12-02
K000249,Alvin,Kitchin,1908-09-13
K000259,Gerald,Kleczka,1943-11-26
K000262,Herbert,Klein,1930-06-24
K000264,Thomas,Kleppe,1919-07-01
K000270,Ronald,Klink,1951-09-23
K000273,John,Kluczynski,1896-02-15
K000274,Scott,Klug,1953-01-16
K000288,Joseph,Knollenberg,1933-11-28
K000298,Victor,Knox,1899-01-13
K000302,Edward,Koch,1924-12-12
K000304,Raymond,Kogovsek,1941-08-19
K000305,Herbert,Kohl,1935-02-07
K000306,James,Kolbe,1942-06-28
K000307,Joseph,Kolter,1926-09-03
K000309,Ernest,Konnyu,1937-05-17
K000312,Michael,Kopetski,1949-10-27
K000318,Horace,Kornegay,1924-03-12
K000319,Peter,Kostmayer,1946-09-27
K000320,Frank,Kowalski,1907-10-18
K000322,Kenneth,Kramer,1942-02-19
K000325,John,Krebs,1926-12-17
K000326,Paul,Krebs,1912-05-26
K000328,Myron,Kreidler,1943-09-28
K000333,Robert,Krueger,1935-09-19
K000335,Thomas,Kuchel,1910-08-15
K000336,Dennis,Kucinich,1946-10-08
K000341,John,Kunkel,1898-07-21
K000343,Theodore,Kupferman,1920-05-12
K000348,Dan,Kuykendall,1924-07-09
K000351,John,Kyl,1919-05-09
K000352,Jon,Kyl,1942-04-25
K000356,Peter,Kyros,1925-07-11
K000357,Steven,Kuykendall,1947-01-27
K000358,Mark,Kennedy,1957-04-11
K000359,Brian,Kerns,1957-05-22
K000360,Mark,Kirk,1959-09-15
K000361,Richard,Keller,1964-09-05
K000362,Steve,King,1949-05-28
K000363,John,Kline,1947-09-06
K000364,John,Kuhl,1943-04-19
K000365,Steven,Kagen,1949-12-12
K000366,Ron,Klein,1957-07-10
K000367,Amy,Klobuchar,1960-05-25
K000368,Ann,Kirkpatrick,1950-03-24
K000369,Larry,Kissell,1951-01-31
K000370,Suzanne,Kosmas,1944-02-25
K000371,Frank,Kratovil,1968-05-29
K000372,Mary,Kilroy,1949-04-30
K000373,Edward,Kaufman,1939-03-15
K000374,Paul,Kirk,1938-01-18
K000375,William,Keating,1952-09-06
K000376,Mike,Kelly,1948-05-10
K000377,Mark,Kelly,1964-02-21
K000378,Adam,Kinzinger,1978-02-27
K000379,Joseph,Kennedy,1980-10-04
K000380,Dan,Kildee,1958-08-11
K000381,Derek,Kilmer,1974-01-01
K000382,Ann,Kuster,1956-09-05
K000383,Angus,King,1944-03-31
K000384,Timothy,Kaine,1958-02-26
K000385,Robin,Kelly,1956-04-30
K000386,John,Katko,1962-11-09
K000387,Steve,Knight,1966-12-17
K000388,Trent,Kelly,1966-03-01
K000389,Ro,Khanna,1976-09-13
K000390,Ruben,Kihuen,1980-04-25
K000391,S.,Krishnamoorthi,1973-07-19
K000392,David,Kustoff,1966-10-08
K000393,John,Kennedy,1951-11-21
K000394,Andy,Kim,1982-07-12
K000395,Fred,Keller,1965-10-23
K000396,Kaialiʻi,Kahele,1974-03-28
K000397,Young,Kim,1962-10-18
K000398,Thomas,Kean,1968-09-05
K000399,Jennifer,Kiggans,1971-06-18
K000400,Sydney,Kamlager-Dove,1972-07-20
K000401,Kevin,Kiley,1985-01-30
K000402,Timothy,Kennedy,1976-10-20
L000018,John,Lafore,1905-05-25
L000020,Robert,Lagomarsino,1926-09-04
L000024,Melvin,Laird,1922-09-01
L000035,Blanche,Lincoln,1960-09-30
L000043,Nicholas,Lampson,1945-02-14
L000045,H.,Lancaster,1943-03-24
L000049,Earl,Landgrebe,1916-01-21
L000054,Phillip,Landrum,1907-09-10
L000065,Thomas,Lane,1898-07-06
L000069,Odin,Langen,1913-01-05
L000070,William,Langer,1886-09-30
L000081,Richard,Lankford,1914-07-22
L000090,Thomas,Lantos,1928-02-01
L000096,Steve,Largent,1954-09-28
L000098,Larry,Larocco,1946-08-25
L000111,Thomas,Latham,1948-07-14
L000116,Delbert,Latta,1920-03-05
L000119,Gregory,Laughlin,1942-01-21
L000122,Frank,Lausche,1895-11-14
L000123,Frank,Lautenberg,1924-01-23
L000148,Paul,Laxalt,1922-08-02
L000155,Enrico,Lazio,1958-03-13
L000167,Anthony,Leach,1934-03-30
L000169,James,Leach,1942-10-15
L000174,Patrick,Leahy,1940-03-31
L000180,James,Leath,1931-05-06
L000187,Raymond,Lederer,1938-05-19
L000192,Gary,Lee,1933-08-18
L000221,Robert,Leggett,1926-07-26
L000225,Richard,Lehman,1948-07-20
L000226,William,Lehman,1913-10-05
L000237,George,Leland,1944-11-27
L000240,Alton,Lennon,1906-08-17
L000243,Norman,Lent,1931-03-23
L000252,John,Lesinski,1914-12-28
L000260,Robert,Levering,1914-10-03
L000261,Carl,Levin,1934-06-28
L000263,Sander,Levin,1931-09-06
L000264,Meldon,Levine,1943-06-07
L000265,Elliott,Levitas,1930-12-26
L000266,Jake,LaTurner,1988-02-17
L000267,David,Levy,1953-12-18
L000273,Teresa,Leger Fernandez,1959-07-01
L000274,Charles,Lewis,1934-10-21
L000287,John,Lewis,1940-02-21
L000293,Ron,Lewis,1946-09-14
L000295,Thomas,Lewis,1924-10-26
L000299,Roland,Libonati,1897-12-29
L000304,Joseph,Lieberman,1942-02-24
L000305,James,Lightfoot,1938-09-27
L000321,John,Linder,1942-09-09
L000326,John,Lindsay,1921-11-24
L000333,Arthur,Link,1914-05-24
L000342,William,Lipinski,1937-12-22
L000344,Glenard,Lipscomb,1915-08-19
L000360,Jerry,Litton,1937-05-12
L000371,Robert,Livingston,1943-04-30
L000379,James,Lloyd,1922-09-27
L000381,Marilyn,Lloyd,1929-01-03
L000382,Sherman,Lloyd,1914-01-11
L000396,Thomas,Loeffler,1946-08-01
L000397,Zoe,Lofgren,1947-12-21
L000411,Catherine,Long,1924-02-07
L000413,Clarence,Long,1908-12-11
L000415,Edward,Long,1908-07-18
L000417,Gillis,Long,1923-05-04
L000420,Jill,Long,1952-07-15
L000425,Oren,Long,1889-03-04
L000428,Russell,Long,1918-11-03
L000429,Speedy,Long,1928-06-16
L000431,James,Longley,1951-07-07
L000446,Joseph,Loser,1892-10-01
L000447,Chester,Lott,1941-10-09
L000458,Rodney,Love,1908-07-18
L000477,Allard,Lowenstein,1929-01-16
L000479,William,Lowery,1947-05-02
L000480,Nita,Lowey,1937-07-05
L000486,Michael,Lowry,1939-03-08
L000491,Frank,Lucas,1960-01-06
L000504,Richard,Lugar,1932-04-04
L000506,Manuel,Luján,1928-05-12
L000507,Charles,Luken,1951-07-18
L000508,Thomas,Luken,1925-07-09
L000509,Donald,Lukens,1931-02-11
L000516,Stanley,Lundine,1939-02-04
L000517,Daniel,Lungren,1946-09-22
L000520,Hall,Lusk,1883-09-21
L000521,William,Luther,1945-06-27
L000547,John,Leboutillier,1953-05-26
L000550,Mary,Landrieu,1955-11-23
L000551,Barbara,Lee,1946-07-16
L000552,Ray,Lahood,1945-12-06
L000553,Steven,Latourette,1954-07-22
L000554,Frank,Lobiondo,1946-05-12
L000556,John,Lafalce,1939-10-06
L000557,John,Larson,1948-07-22
L000558,Ken,Lucas,1933-08-22
L000559,James,Langevin,1964-04-22
L000560,Richard,Larsen,1965-06-15
L000561,Joseph,Lefante,1928-09-08
L000562,Stephen,Lynch,1955-03-31
L000563,Daniel,Lipinski,1966-07-15
L000564,Doug,Lamborn,1954-05-24
L000565,Dave,Loebsack,1952-12-23
L000566,Robert,Latta,1956-04-18
L000567,Leonard,Lance,1952-06-25
L000568,Christopher,Lee,1964-04-01
L000569,Blaine,Luetkemeyer,1952-05-07
L000570,Ben,Luján,1972-06-07
L000571,Cynthia,Lummis,1954-09-10
L000572,George,Lemieux,1969-05-21
L000573,Raúl,Labrador,1967-12-08
L000574,Jeff,Landry,1970-12-23
L000575,James,Lankford,1968-03-04
L000576,Billy,Long,1955-08-11
L000577,Mike,Lee,1971-06-04
L000578,Doug,Lamalfa,1960-07-02
L000579,Alan,Lowenthal,1941-03-08
L000580,Michelle,Lujan Grisham,1959-10-24
L000581,Brenda,Lawrence,1954-10-18
L000582,Ted,Lieu,1969-03-29
L000583,Barry,Loudermilk,1963-12-22
L000584,Ludmya,Love,1975-12-06
L000585,Darin,Lahood,1968-07-05
L000586,Alfred,Lawson,1948-09-23
L000587,Jason,Lewis,1955-09-23
L000588,Conor,Lamb,1984-06-27
L000589,Debbie,Lesko,1958-11-14
L000590,Susie,Lee,1966-11-07
L000591,Elaine,Luria,1975-08-15
L000592,Andy,Levin,1960-08-10
L000593,Mike,Levin,1978-10-20
L000594,Kelly,Loeffler,1970-11-27
L000595,Julia,Letlow,1981-03-16
L000596,Anna,Luna,1989-05-06
L000597,Laurel,Lee,1974-03-26
L000598,Nicholas,LaLota,1978-06-23
L000599,Michael,Lawler,1986-09-09
L000600,Nicholas,Langworthy,1981-02-27
L000601,Greg,Landsman,1976-12-04
L000602,Summer,Lee,1987-11-26
L000603,Morgan,Luttrell,1975-11-07
L000604,Greg,Lopez,1964-06-07
L000605,Erica,Lee Carter,1980-02-02
M000005,Torbert,MacDonald,1917-06-06
M000010,Clark,MacGregor,1922-07-12
M000011,Hervey,MacHen,1916-10-14
M000014,Thaddeus,MacHrowicz,1899-08-21
M000015,Ronald,MacHtley,1948-07-13
M000019,Connie,Mack,1940-10-29
M000020,Peter,Mack,1916-11-01
M000021,Russell,Mack,1891-06-13
M000022,James,MacKay,1919-06-25
M000023,Kenneth,MacKay,1933-03-22
M000026,John,MacKie,1920-06-01
M000039,Ray,Madden,1892-02-25
M000041,Edward,Madigan,1936-01-13
M000052,Donald,Magnuson,1911-03-07
M000053,Warren,Magnuson,1905-04-12
M000058,Gene,Maguire,1939-03-11
M000065,George,Mahon,1900-09-22
M000070,William,Mailliard,1917-06-10
M000078,Richard,Mallary,1929-02-21
M000087,Carolyn,Maloney,1946-02-19
M000090,James,Maloney,1948-09-17
M000100,David,Mann,1939-09-25
M000105,James,Mann,1920-04-27
M000113,Michael,Mansfield,1903-03-16
M000117,Thomas,Manton,1932-11-03
M000121,Joseph,Maraziti,1912-06-15
M000129,Marjorie,Margolies-Mezvinsky,1942-06-21
M000133,Edward,Markey,1946-07-11
M000136,Marc,Marks,1927-02-12
M000139,Ronald,Marlenee,1935-08-08
M000143,David,Marriott,1939-11-02
M000148,John,Marsh,1926-08-07
M000152,Fred,Marshall,1906-03-13
M000174,David,Martin,1944-04-26
M000175,David,Martin,1907-07-09
M000182,James,Martin,1918-09-01
M000183,James,Martin,1935-12-11
M000191,Joseph,Martin,1884-11-03
M000194,Nancy,Mace,1977-12-04
M000195,Lynn,Martin,1939-12-26
M000197,Patrick,Martin,1924-11-25
M000199,Thomas,Martin,1893-01-18
M000206,Matthew,Martínez,1929-02-14
M000207,William,Martini,1947-02-10
M000212,Frank,Mascara,1930-01-19
M000224,Noah,Mason,1882-07-19
M000236,Harlan,Mathews,1927-01-17
M000241,Charles,Mathias,1922-07-24
M000242,Robert,Mathias,1930-11-17
M000244,Marvin,Mathis,1940-11-30
M000249,Robert,Matsui,1941-09-17
M000250,Spark,Matsunaga,1916-10-08
M000253,Donald,Matthews,1907-10-03
M000257,Mack,Mattingly,1931-01-07
M000260,James,Mattox,1943-08-29
M000264,Nicholas,Mavroules,1929-11-01
M000273,Catherine,May,1914-05-18
M000286,Wiley,Mayne,1917-01-19
M000291,Romano,Mazzoli,1932-11-02
M000303,John,McCain,1936-08-29
M000306,Alfred,McCandless,1927-07-23
M000309,Carolyn,McCarthy,1944-01-05
M000311,Eugene,McCarthy,1916-03-29
M000312,James,McGovern,1959-11-20
M000316,Karen,McCarthy,1947-03-18
M000317,Nicole,Malliotakis,1980-11-11
M000318,Richard,McCarthy,1927-09-24
M000332,John,McClellan,1896-02-25
M000340,Robert,McClory,1908-01-31
M000342,Francis,McCloskey,1939-06-12
M000343,Paul,McCloskey,1927-09-29
M000346,James,McClure,1924-12-27
M000349,John,McCollister,1921-06-10
M000350,Ira,McCollum,1944-07-12
M000355,Addison,McConnell,1942-02-20
M000364,John,McCormack,1891-12-21
M000365,Mike,McCormack,1921-12-14
M000388,James,McCrery,1949-09-18
M000393,William,McCulloch,1901-11-24
M000398,David,McCurdy,1950-03-30
M000399,Joseph,McDade,1931-09-29
M000404,James,McDermott,1936-12-28
M000410,Jack,McDonald,1932-06-28
M000413,Lawrence,McDonald,1935-04-01
M000414,Gordon,McDonough,1895-01-02
M000418,Harris,McDowell,1906-02-10
M000432,Bob,McEwen,1950-01-12
M000433,Robert,McEwen,1920-01-05
M000436,John,McFall,1918-02-20
M000445,Gale,McGee,1915-03-17
M000449,Donald,McGinley,1920-06-30
M000452,George,McGovern,1922-07-19
M000458,Raymond,McGrath,1942-03-27
M000459,Thomas,McGrath,1927-04-22
M000466,Paul,McHale,1950-07-26
M000472,John,McHugh,1948-09-29
M000473,Matthew,McHugh,1938-12-06
M000477,Scott,McInnis,1953-05-09
M000478,Clifford,McIntire,1908-05-04
M000481,David,McIntosh,1958-06-08
M000485,Mike,McIntyre,1956-08-06
M000486,Thomas,McIntyre,1915-02-20
M000490,Koln,McKay,1925-02-23
M000508,Howard,McKeon,1938-09-09
M000512,John,McKernan,1948-05-20
M000513,James,McKevitt,1928-10-26
M000523,Cynthia,McKinney,1955-03-17
M000527,Stewart,McKinney,1931-01-30
M000530,Martin,McKneally,1914-12-31
M000558,Robert,McLoskey,1907-06-26
M000566,John,McMillan,1932-05-09
M000568,John,McMillan,1898-04-12
M000573,Charles,McMillen,1952-05-26
M000582,Patrick,McNamara,1894-10-04
M000589,James,McNulty,1925-10-18
M000590,Michael,McNulty,1947-09-16
M000603,Clem,McSpadden,1925-11-09
M000605,Harold,McSween,1926-07-19
M000608,Walter,McVey,1922-02-19
M000610,Roy,McVicker,1924-02-20
M000620,George,Meader,1907-09-13
M000623,Edwin,Mechem,1912-07-02
M000626,Edwin,Meeds,1927-12-11
M000627,Martin,Meehan,1956-12-30
M000628,Carrie,Meek,1926-04-29
M000635,John,Melcher,1924-09-06
M000639,Robert,Menendez,1954-01-01
M000664,Chester,Merrow,1906-11-15
M000667,Thomas,Meskill,1928-01-30
M000669,Jack,Metcalf,1927-11-30
M000671,Lee,Metcalf,1911-01-28
M000675,Ralph,Metcalfe,1910-05-29
M000678,Howard,Metzenbaum,1917-06-04
M000682,William,Meyer,1914-12-29
M000684,Jan,Meyers,1928-07-20
M000685,Helen,Meyner,1929-03-05
M000686,Edward,Mezvinsky,1937-01-17
M000687,Kweisi,Mfume,1948-10-24
M000688,Daniel,Mica,1944-02-04
M000689,John,Mica,1943-01-27
M000692,Robert,Michel,1923-03-02
M000702,Barbara,Mikulski,1936-07-20
M000703,Abner,Mikva,1926-01-21
M000708,Dale,Milford,1926-02-18
M000714,Juanita,Millender-McDonald,1938-09-07
M000718,Clarence,Miller,1917-11-01
M000719,Clement,Miller,1916-10-28
M000720,Daniel,Miller,1942-05-30
M000725,George,Miller,1945-05-17
M000727,George,Miller,1891-01-15
M000730,Jack,Miller,1916-06-06
M000736,John,Miller,1938-05-23
M000759,Ward,Miller,1902-11-29
M000762,William,Miller,1914-03-22
M000770,William,Milliken,1897-08-19
M000778,Wilbur,Mills,1909-05-24
M000779,William,Mills,1924-08-12
M000794,Norman,Mineta,1931-11-12
M000795,David,Minge,1942-03-19
M000796,Joseph,Minish,1916-09-01
M000797,Patsy,Mink,1927-12-06
M000799,William,Minshall,1911-10-24
M000808,Donald,Mitchell,1923-05-08
M000811,George,Mitchell,1933-08-20
M000812,Harlan,Mitchell,1924-08-17
M000826,Parren,Mitchell,1922-04-29
M000832,Chester,Mize,1917-12-25
M000833,Wilmer,Mizell,1930-08-13
M000834,John,Moakley,1927-04-27
M000836,Walter,Moeller,1910-03-15
M000839,Anthony,Moffett,1944-08-18
M000842,Guy,Molinari,1928-11-23
M000843,Susan,Molinari,1958-03-27
M000844,Alan,Mollohan,1943-05-14
M000845,Robert,Mollohan,1909-09-18
M000847,John,Monagan,1911-12-23
M000851,Walter,Mondale,1928-01-05
M000859,Almer,Monroney,1902-03-02
M000860,David,Monson,1945-06-20
M000865,Gillespie,Montgomery,1920-08-05
M000876,Joseph,Montoya,1915-09-24
M000881,Jim,Moody,1935-09-02
M000892,Arch,Moore,1923-04-16
M000923,William,Moore,1939-10-04
M000926,Carlos,Moorhead,1922-05-06
M000927,Tom,Moorehead,1898-04-12
M000930,William,Moorhead,1923-04-08
M000933,James,Moran,1945-05-16
M000934,Jerry,Moran,1954-05-29
M000941,Constance,Morella,1931-02-12
M000956,Robert,Morgan,1925-10-05
M000958,Thomas,Morgan,1906-10-13
M000990,Thomas,Morris,1919-08-20
M000991,Toby,Morris,1899-02-28
M000992,Bruce,Morrison,1944-10-08
M000995,James,Morrison,1908-12-08
M000999,Sidney,Morrison,1933-05-13
M001009,Frank,Morse,1921-08-07
M001014,Wayne,Morse,1900-10-20
M001021,Rogers,Morton,1914-09-19
M001022,Thruston,Morton,1907-08-19
M001025,Carol,Moseley Braun,1947-08-16
M001031,Charles,Mosher,1906-05-07
M001033,Frank,Moss,1911-09-23
M001035,John,Moss,1915-04-13
M001044,Ronald,Mottl,1934-02-06
M001045,Morgan,Moulder,1904-08-31
M001054,Daniel,Moynihan,1927-03-16
M001057,Robert,Mrazek,1945-11-06
M001074,Abraham,Multer,1900-12-24
M001077,Walter,Mumma,1890-11-20
M001078,Karl,Mundt,1900-06-03
M001085,Frank,Murkowski,1933-03-28
M001088,Austin,Murphy,1927-06-17
M001092,George,Murphy,1902-07-04
M001098,John,Murphy,1926-08-03
M001100,Maurice,Murphy,1927-10-03
M001101,Morgan,Murphy,1932-04-16
M001104,William,Murphy,1899-08-07
M001108,James,Murray,1876-05-03
M001111,Patty,Murray,1950-10-11
M001114,Thomas,Murray,1894-08-01
M001120,John,Murtha,1932-06-17
M001121,Edmund,Muskie,1914-03-28
M001123,Raphael,Musto,1929-03-30
M001128,Gary,Myers,1937-08-16
M001130,John,Myers,1927-02-08
M001132,Michael,Myers,1943-05-04
M001134,Sue,Myrick,1941-08-01
M001135,Kathy,Manning,1956-12-03
M001136,Lisa,McClain,1966-04-07
M001137,Gregory,Meeks,1953-09-25
M001138,Donald,Manzullo,1944-03-24
M001139,Gary,Miller,1948-10-16
M001140,Dennis,Moore,1945-11-08
M001141,Zell,Miller,1932-02-24
M001142,James,Matheson,1960-03-21
M001143,Betty,McCollum,1954-07-12
M001144,Jefferson,Miller,1959-06-27
M001145,Denise,Majette,1955-05-18
M001146,Jim,Marshall,1948-03-31
M001147,Thaddeus,McCotter,1965-08-22
M001148,Kendrick,Meek,1966-09-06
M001149,Michael,Michaud,1955-01-18
M001150,Candice,Miller,1954-05-07
M001151,Timothy,Murphy,1952-09-11
M001152,Marilyn,Musgrave,1949-01-27
M001153,Lisa,Murkowski,1957-05-22
M001154,Brad,Miller,1953-05-19
M001155,Connie,Mack,1967-08-12
M001156,Patrick,McHenry,1975-10-22
M001157,Michael,McCaul,1962-01-14
M001158,Kenny,Marchant,1951-02-23
M001159,Cathy,McMorris Rodgers,1969-05-22
M001160,Gwendolynne,Moore,1951-04-18
M001161,Charles,Melancon,1947-10-03
M001162,Melquiades,Martinez,1946-10-23
M001163,Doris,Matsui,1944-09-25
M001164,Tim,Mahoney,1956-08-15
M001165,Kevin,McCarthy,1965-01-26
M001166,Jerry,McNerney,1951-06-18
M001167,Harry,Mitchell,1940-07-18
M001168,Patrick,Murphy,1973-10-19
M001169,Christopher,Murphy,1973-08-03
M001170,Claire,McCaskill,1953-07-24
M001171,Daniel,Maffei,1968-07-04
M001172,Betsy,Markey,1956-04-27
M001173,Eric,Massa,1959-09-16
M001174,Michael,McMahon,1957-09-12
M001175,Walt,Minnick,1942-09-20
M001176,Jeff,Merkley,1956-10-24
M001177,Tom,McClintock,1956-07-10
M001178,Scott,Murphy,1970-01-26
M001179,Thomas,Marino,1952-08-15
M001180,David,McKinley,1947-03-28
M001181,Patrick,Meehan,1955-10-20
M001182,Mick,Mulvaney,1967-07-21
M001183,Joe,Manchin,1947-08-24
M001184,Thomas,Massie,1971-01-13
M001185,Sean,Maloney,1966-07-30
M001186,Peter,Meijer,1988-01-10
M001187,Mark,Meadows,1959-07-28
M001188,Grace,Meng,1975-10-01
M001189,Luke,Messer,2013-01-03
M001190,Markwayne,Mullin,1977-07-26
M001191,Patrick,Murphy,1983-03-30
M001192,Vance,McAllister,1974-01-07
M001193,Thomas,MacArthur,1960-10-16
M001194,John,Moolenaar,1961-05-08
M001195,Alex,Mooney,1971-06-07
M001196,Seth,Moulton,1978-10-24
M001197,Martha,McSally,1966-03-22
M001198,Roger,Marshall,1960-08-09
M001199,Brian,Mast,1980-07-10
M001200,Aston,McEACHIN,1961-10-10
M001201,Paul,Mitchell,1956-11-14
M001202,Stephanie,Murphy,1978-09-16
M001203,Tom,Malinowski,1965-09-23
M001204,Dan,Meuser,1964-02-10
M001205,Carol,Miller,1950-11-04
M001206,Joseph,Morelle,1957-04-29
M001207,Debbie,Mucarsel-Powell,1971-01-18
M001208,Lucy,Mcbath,1960-06-01
M001209,Ben,Mcadams,1974-12-05
M001210,Gregory,Murphy,1963-03-05
M001211,Mary,Miller,1959-08-07
M001212,Barry,Moore,1966-09-26
